0.0,197.974
15.999999999999998,201.273
24.369999999999997,196.387
14.0,196.387
7.0,196.98499999999999
10.0,200.273
6.772,197.98499999999999
5.0,195.284
1.9999999999999998,201.51199999999997
10.0,200.21299999999997
7.999999999999999,196.62599999999998
10.0,196.62599999999998
21.0,195.51199999999997
24.0,195.65800000000002
25.999999999999996,195.65800000000002
17.0,195.43
15.0,195.65800000000002
7.0,196.544
7.999999999999999,197.772
0.0,200.37
0.0,199.0
0.0,197.772
0.0,199.0
0.0,196.544
0.9097141484655709
