43.544,185.47299999999998
40.473,187.54399999999998
35.544,188.544
40.245000000000005,185.54399999999998
42.593,187.70100000000002
37.544,188.23399999999998
32.473,188.544
40.772,186.54399999999998
40.0,191.54399999999998
37.0,188.544
38.70099999999999,186.54399999999998
43.99999999999999,188.77200000000002
33.772,180.772
31.772,188.544
43.0,187.54399999999998
37.376,188.544
31.0,189.54399999999998
37.0,186.54399999999998
38.99999999999999,188.544
31.0,186.54399999999998
30.0,188.544
38.99999999999999,188.903
37.842999999999996,191.90300000000002
31.903,191.90300000000002
37.376,192.642
0.6694906495535632
